step	state	x
0	4	1.158750
1	4	0.906576
2	4	1.098163
3	4	0.975957
4	4	0.815565
5	4	0.983238
6	4	1.052785
7	4	0.901925
8	1	0.502181
9	1	0.297729
10	1	0.249992
11	4	1.182970
12	4	1.185657
13	4	0.801096
14	4	1.124162
15	4	1.120279
16	3	0.800623
17	4	1.100353
18	0	0.217077
19	4	0.881497
20	4	1.023359
21	4	1.013022
22	3	0.835402
23	3	0.950942
24	4	0.983036
25	4	0.902971
26	4	0.950055
27	3	0.788259
28	4	0.824252
29	4	0.988447
30	4	1.001315
31	4	0.818355
32	4	0.890848
33	4	1.173663
34	4	1.006632
35	4	0.868632
36	0	0.022704
37	0	0.099542
38	4	0.957685
39	2	0.639890
40	4	1.046169
41	4	0.985790
42	4	1.103089
43	4	0.894581
44	4	0.889103
45	4	1.077216
46	4	1.052119
47	4	1.066539
48	1	0.276128
49	4	0.830651
50	4	0.982916
51	4	0.892782
52	4	0.927764
53	4	1.037615
54	4	0.871505
55	2	0.576397
56	2	0.575342
57	4	1.153946
58	4	1.058832
59	4	0.962942
60	4	0.938269
61	4	1.047093
62	1	0.487801
63	1	0.228644
64	1	0.436459
65	4	0.965117
66	4	0.894635
67	4	1.145491
68	3	0.689620
69	3	0.952111
70	4	1.183661
71	4	0.910974
72	4	1.107572
73	4	1.066862
74	4	1.144954
75	4	1.174484
76	4	0.922900
77	1	0.326428
78	4	0.861966
79	4	1.113623
80	4	0.821693
81	4	0.818618
82	4	1.014021
83	4	0.951533
84	4	0.935135
85	4	0.933955
86	4	0.968220
87	4	0.801826
88	4	0.941598
89	4	0.913467
90	4	1.026512
91	4	0.980951
92	4	0.918538
93	4	1.192781
94	3	0.794004
95	4	1.067904
96	4	0.949090
97	4	1.046651
98	3	0.943902
99	4	0.897763
100	4	0.949594
101	4	1.061051
102	1	0.515768
103	4	1.044019
104	4	1.104175
105	4	1.199783
106	4	1.013138
107	0	0.370421
108	0	0.296658
109	4	1.121378
110	4	0.992335
111	4	0.903447
112	4	1.119082
113	4	0.988447
114	4	0.838207
115	1	0.396427
116	1	0.231199
117	4	0.997965
118	4	0.869170
119	4	0.884200
120	4	1.009817
121	4	1.001463
122	4	0.856829
123	1	0.275780
124	4	0.906112
125	4	1.098558
126	0	0.045205
127	0	0.396695
128	2	0.604622
129	2	0.787007
130	1	0.378944
131	3	0.764869
132	4	0.821588
133	4	0.840802
134	4	0.946813
135	4	0.920376
136	0	0.279351
137	1	0.244839
138	0	0.118818
139	4	1.062619
140	3	0.938153
141	4	1.055680
142	4	1.165791
143	4	0.902692
144	2	0.402932
145	4	0.829865
146	4	0.843092
147	1	0.298798
148	4	0.919438
149	4	1.144818
150	4	0.857001
151	4	1.191239
152	4	0.846946
153	4	1.044409
154	4	1.133799
155	4	0.855631
156	4	0.955057
157	0	0.233926
158	4	1.105697
159	4	0.866521
160	4	0.927113
161	4	0.988861
162	4	0.845555
163	4	0.881791
164	4	0.865031
165	4	0.869256
166	4	0.980523
167	4	0.947395
168	4	0.894892
169	4	1.114006
170	4	1.126193
171	4	1.001451
172	4	1.033911
173	1	0.444481
174	1	0.219990
175	1	0.536523
176	1	0.474960
177	1	0.375324
178	1	0.305962
179	4	1.081995
180	2	0.708892
181	4	1.191656
182	4	0.948015
183	4	1.070369
184	2	0.420141
185	2	0.448361
186	4	0.960846
187	4	0.933892
188	4	0.947738
189	4	1.022286
190	4	0.837197
191	4	1.044785
192	4	1.024610
193	4	0.934417
194	4	1.037505
195	4	0.963479
196	4	1.011629
197	4	1.038351
198	4	0.998934
199	4	1.113299
200	4	1.129377
201	4	0.852478
202	4	0.928548
203	3	0.941076
204	4	1.162326
205	4	0.917522
206	4	0.955868
207	2	0.718012
208	4	1.044790
209	1	0.510790
210	1	0.204091
211	1	0.376043
212	4	1.122047
213	4	0.865494
214	4	1.040163
215	3	0.619590
216	3	0.986245
217	0	0.144671
218	4	1.185534
219	3	0.778932
220	4	1.089224
221	0	0.196023
222	4	0.977641
223	4	0.864136
224	4	0.900076
225	4	1.147640
226	4	1.182727
227	4	1.022368
228	4	1.076644
229	4	0.993958
230	4	1.123718
231	1	0.591925
232	4	0.860832
233	1	0.308268
234	4	1.182156
235	4	0.888821
236	1	0.495772
237	4	1.094909
238	4	0.872153
239	4	1.115711
240	4	1.158079
241	4	0.901782
242	4	1.045318
243	2	0.560151
244	4	1.077575
245	3	0.797627
246	4	1.012834
247	4	1.112822
248	4	1.182573
249	4	0.953398
250	4	0.834689
251	4	1.113887
252	4	0.850012
253	3	0.956964
254	4	1.002992
255	4	0.966952
256	4	1.192560
257	4	1.041184
258	4	1.079452
259	3	0.860984
260	4	0.907627
261	4	1.029126
262	4	0.827085
263	4	0.935445
264	4	1.094051
265	4	1.044993
266	4	1.005784
267	4	1.171824
268	4	0.826044
269	4	0.894242
270	4	0.989064
271	4	1.054998
272	4	1.144257
273	4	1.152621
274	4	1.014603
275	4	0.961242
276	4	1.031945
277	4	1.088377
278	1	0.314493
279	4	0.977019
280	4	0.908669
281	4	0.834382
282	2	0.790063
283	2	0.448362
284	4	0.982849
285	4	1.088178
286	4	1.070236
287	4	0.991127
288	4	1.172562
289	4	1.083998
290	4	0.947864
291	2	0.706690
292	4	0.908168
293	4	1.053869
294	4	1.008981
295	4	1.016256
296	1	0.578291
297	4	0.802796
298	4	0.974200
299	1	0.333403
300	4	0.895059
301	4	1.166550
302	4	1.055764
303	4	0.829960
304	4	0.928179
305	4	1.051708
306	4	1.036951
307	0	0.081055
308	4	1.120076
309	4	1.067569
310	4	0.891321
