step,state,x
0,1,0.278988
1,1,0.277171
2,2,0.406830
3,2,0.424602
4,2,0.542429
5,1,0.217589
6,1,0.255651
7,1,0.356869
8,1,0.360052
9,3,0.604258
10,0,0.137994
11,0,0.058188
12,0,0.109952
13,1,0.297679
14,3,0.722583
15,3,0.711714
16,3,0.680648
17,3,0.771161
18,1,0.374130
19,1,0.358384
20,1,0.372928
21,0,0.194901
22,4,0.992405
23,4,0.992910
24,4,0.957899
25,3,0.620816
26,3,0.726518
27,1,0.273326
28,1,0.284235
29,4,0.823594
30,4,0.906092
31,4,0.937998
32,4,0.858462
33,3,0.667471
34,3,0.789098
35,2,0.465514
36,2,0.565617
37,3,0.606786
38,3,0.795377
39,1,0.220193
40,2,0.476546
41,2,0.480875
42,2,0.425799
43,3,0.660437
44,3,0.687210
45,3,0.723105
46,3,0.615177
47,2,0.446461
48,3,0.708245
49,0,0.123837
50,2,0.436579
51,1,0.231788
52,2,0.460065
53,2,0.477107
54,2,0.594470
55,0,0.071920
56,0,0.036885
57,0,0.191377
58,3,0.779802
59,2,0.513688
60,2,0.484495
61,2,0.551491
62,2,0.540528
63,4,0.958140
64,4,0.922578
65,4,0.833470
66,3,0.720037
67,1,0.379510
68,1,0.337107
69,1,0.228499
70,3,0.720933
71,3,0.695177
72,3,0.729548
73,0,0.076317
74,2,0.438335
75,2,0.422272
76,3,0.661558
77,3,0.798958
78,0,0.056594
79,0,0.080530
80,3,0.731530
81,3,0.764299
82,4,0.853492
83,4,0.881070
84,4,0.971891
85,2,0.475829
86,3,0.765963
87,3,0.719862
88,4,0.945979
89,4,0.991049
90,4,0.826917
91,4,0.881044
92,2,0.460187
93,4,0.965911
94,4,0.940448
95,4,0.905400
96,4,0.847857
97,3,0.674926
98,3,0.608604
99,3,0.670803
100,3,0.751689
101,3,0.686951
102,0,0.093250
103,0,0.038353
104,3,0.635210
105,3,0.612243
106,2,0.568091
107,4,0.868808
108,1,0.381300
109,1,0.236724
110,1,0.215361
111,1,0.290806
112,1,0.325018
113,1,0.233110
114,4,0.827210
115,0,0.049930
116,0,0.065777
117,0,0.125064
118,2,0.448561
119,2,0.417058
120,3,0.649260
121,3,0.631061
122,3,0.718804
123,2,0.407807
124,4,0.945314
125,4,0.972821
126,1,0.379438
127,3,0.615716
128,3,0.732340
129,3,0.646583
130,3,0.690418
131,3,0.626117
132,4,0.864781
133,4,0.968558
134,4,0.949712
135,0,0.098076
136,0,0.031614
137,0,0.017459
138,0,0.187172
139,1,0.259781
140,1,0.368517
141,2,0.434063
142,2,0.494299
143,2,0.434431
144,2,0.596622
145,3,0.688461
146,4,0.854020
147,0,0.071702
148,1,0.207805
149,1,0.240240
150,2,0.581325
151,0,0.093513
152,0,0.079140
153,4,0.872584
154,4,0.994111
155,4,0.895743
156,0,0.118120
157,0,0.133913
158,0,0.003399
159,1,0.226641
160,0,0.139504
161,4,0.821943
162,4,0.936883
163,4,0.834861
164,1,0.383133
165,1,0.309916
166,1,0.375757
167,1,0.293310
168,1,0.387185
169,0,0.189745
170,2,0.477121
171,2,0.544208
172,1,0.368988
173,1,0.251265
174,2,0.533249
175,0,0.179197
176,0,0.120339
177,0,0.189100
178,0,0.101786
179,0,0.101086
180,1,0.349929
181,4,0.990075
182,1,0.372577
183,1,0.355207
184,4,0.843407
185,4,0.804507
186,4,0.942885
187,4,0.942669
188,4,0.801725
189,4,0.860700
190,0,0.050283
191,3,0.691390
192,3,0.744274
193,3,0.753329
194,3,0.718230
195,4,0.919104
196,3,0.633881
197,1,0.382281
198,1,0.275167
199,1,0.377706
200,1,0.270563
201,1,0.219338
202,4,0.949884
203,0,0.143500
204,4,0.843381
205,4,0.927224
206,4,0.913875
207,4,0.843361
208,4,0.828105
209,1,0.363888
210,1,0.389906
211,1,0.205684
212,1,0.212621
213,3,0.767215
214,3,0.757090
215,1,0.338389
216,1,0.348631
217,1,0.370559
218,1,0.347286
219,1,0.280321
220,1,0.344537
221,1,0.227158
222,4,0.843207
223,2,0.538993
224,4,0.973608
225,4,0.866793
226,2,0.497738
227,2,0.586326
228,1,0.210879
229,1,0.368250
230,1,0.322123
231,4,0.936822
232,4,0.808195
233,4,0.970480
234,4,0.914163
235,4,0.800424
236,4,0.808524
237,4,0.868814
238,4,0.903826
239,4,0.835484
240,4,0.823333
241,1,0.220876
242,3,0.685615
243,3,0.740748
244,3,0.617506
245,4,0.839320
246,4,0.842934
247,4,0.824046
248,1,0.289197
249,1,0.341347
250,1,0.229377
251,3,0.731686
252,3,0.695537
253,3,0.739575
254,3,0.731134
255,4,0.800158
256,0,0.167208
257,2,0.569163
258,3,0.728881
259,4,0.969150
260,0,0.053151
261,0,0.128516
262,2,0.545463
263,2,0.513606
264,2,0.564835
265,2,0.524939
266,2,0.455487
267,3,0.787923
268,3,0.756566
269,3,0.728415
270,3,0.711153
271,2,0.504380
272,0,0.109483
273,0,0.136670
274,2,0.439076
275,2,0.527240
276,2,0.421099
277,2,0.567112
278,2,0.441848
279,4,0.931462
280,4,0.924972
281,4,0.891952
282,3,0.760310
283,3,0.661094
284,3,0.622020
285,0,0.014066
286,0,0.046518
287,0,0.065911
288,0,0.091598
289,0,0.111022
290,0,0.137570
291,0,0.074473
292,0,0.099103
293,0,0.084105
294,0,0.031546
295,3,0.664967
296,3,0.792033
297,3,0.631827
298,0,0.132928
299,4,0.993293
300,0,0.015165
301,0,0.175030
302,3,0.616521
303,3,0.750708
304,0,0.194946
305,0,0.009664
306,0,0.070034
307,0,0.182984
308,4,0.975921
309,4,0.871285
310,4,0.835329
311,4,0.986653
312,3,0.615250
313,0,0.117236
314,0,0.141518
315,0,0.058596
316,0,0.058822
317,0,0.125523
318,0,0.032263
319,0,0.089939
320,0,0.121097
321,0,0.018382
322,0,0.126511
323,0,0.111923
324,0,0.114298
325,0,0.014201
326,3,0.709683
327,3,0.724371
328,0,0.056854
329,3,0.662380
330,3,0.717789
331,1,0.351327
332,1,0.282103
333,4,0.975334
334,4,0.802287
335,0,0.066206
336,2,0.538874
337,2,0.411981
338,2,0.457844
339,2,0.552571
340,2,0.459798
341,2,0.503788
342,2,0.501244
343,2,0.424906
344,2,0.423871
345,2,0.521567
346,3,0.759455
347,3,0.766942
348,2,0.462103
349,0,0.126365
350,0,0.028200
351,1,0.255197
352,2,0.594993
353,2,0.416224
354,0,0.119397
355,3,0.754946
356,3,0.639866
357,3,0.784929
358,4,0.941437
359,1,0.238279
360,1,0.344746
361,1,0.320745
362,4,0.984839
363,4,0.896303
364,0,0.182779
365,0,0.192013
366,0,0.018073
367,0,0.087128
368,1,0.313252
369,1,0.303428
370,1,0.334129
371,1,0.371848
372,3,0.631926
373,3,0.797320
374,3,0.708500
375,3,0.634574
376,3,0.620008
377,3,0.792681
378,3,0.696585
379,0,0.101862
380,3,0.787435
381,3,0.632115
382,0,0.050099
383,0,0.047828
384,4,0.918601
385,4,0.899376
386,4,0.864630
387,1,0.238892
388,1,0.248037
389,1,0.392489
390,4,0.834361
391,4,0.995299
392,4,0.981551
393,4,0.939960
394,4,0.841586
395,4,0.911543
396,1,0.226183
397,1,0.393108
398,0,0.192522
399,0,0.024195
400,0,0.155655
401,0,0.084994
402,2,0.477971
403,4,0.940407
404,4,0.928997
405,4,0.857672
406,4,0.999576
407,0,0.096236
408,0,0.182755
409,0,0.145784
410,2,0.531486
411,2,0.488346
412,4,0.829197
413,2,0.481397
414,3,0.753069
415,1,0.300918
416,1,0.236708
417,1,0.207114
418,1,0.305681
419,1,0.312039
420,1,0.335328
421,4,0.999643
422,2,0.438725
423,2,0.502060
424,2,0.531599
425,2,0.467352
426,2,0.549672
427,2,0.478374
428,0,0.033181
429,4,0.801906
430,4,0.973199
431,4,0.884981
432,3,0.676256
433,4,0.977283
434,4,0.903688
435,4,0.914676
436,4,0.820771
437,3,0.771395
438,3,0.606852
439,3,0.720070
