step	state	x
0	4	1.141762
1	4	0.855472
2	1	0.300490
3	1	0.570883
4	4	0.844006
5	4	0.997282
6	4	0.890894
7	4	0.960261
8	4	1.144610
9	4	0.802437
10	0	0.210254
11	0	0.237148
12	2	0.679587
13	2	0.567983
14	4	0.831539
15	2	0.476936
16	3	0.681391
17	2	0.498433
18	4	1.120013
19	4	0.817373
20	4	0.955328
21	2	0.594851
22	4	0.828712
23	4	0.906029
24	4	1.018812
25	4	0.839144
26	2	0.455234
27	4	1.136739
28	4	1.122207
29	4	0.908537
30	4	0.943109
31	4	0.970386
32	2	0.698300
33	2	0.744546
34	4	0.951699
35	4	1.138725
36	4	1.165671
37	4	0.811844
38	0	0.030872
39	3	0.760178
40	4	1.040184
41	4	1.033846
42	4	1.036688
43	4	1.158853
44	4	0.968272
45	4	0.983801
46	4	1.196761
47	4	1.115899
48	4	1.016177
49	4	0.908846
50	4	1.155593
51	4	1.004539
52	4	1.112265
53	4	1.059254
54	4	0.857548
55	3	0.665998
56	3	0.610583
57	1	0.454939
58	1	0.409301
59	1	0.311634
60	3	0.669959
61	4	0.823364
62	4	1.046511
63	4	0.969136
64	4	0.809871
65	4	0.909899
66	3	0.670939
67	3	0.770486
68	4	0.955312
69	0	0.018201
70	4	0.873179
71	4	0.968536
72	4	1.012399
73	4	0.971612
74	4	1.153865
75	4	0.941732
76	4	1.039572
77	4	0.974766
78	4	0.959393
79	4	1.075553
80	3	0.713496
81	4	1.067897
82	4	1.101806
83	4	1.000757
84	4	1.006985
85	4	0.939752
86	4	0.837923
87	4	1.123057
88	4	0.939507
89	4	1.169988
90	4	1.178901
91	4	1.007841
92	4	0.960212
93	4	1.014789
94	4	0.802539
95	4	1.164466
96	1	0.413530
97	0	0.092897
98	4	1.002067
99	4	0.872925
100	4	0.853760
101	4	1.085667
102	4	0.963204
103	4	0.830124
104	4	0.846015
105	4	0.956763
106	4	0.842767
107	4	0.808765
108	4	0.859608
109	4	1.083547
110	1	0.309832
111	0	0.221556
112	4	1.129899
113	4	0.964099
114	4	1.020663
115	2	0.707668
116	4	1.015378
117	4	1.130735
118	4	0.895465
119	4	1.002973
120	4	0.884616
121	4	0.810138
122	4	1.155180
123	4	0.981905
124	4	0.883885
125	4	1.037894
126	4	0.968247
127	4	0.873296
128	2	0.611678
129	2	0.536497
130	0	0.144359
131	4	1.142001
132	1	0.402011
133	4	0.806672
134	4	1.159194
135	4	1.033083
136	4	0.852129
137	4	1.062980
138	4	0.997711
139	4	1.170729
140	4	0.826060
141	4	0.921214
142	4	1.097227
143	1	0.590803
144	4	0.851397
145	4	1.023798
146	4	1.084575
147	3	0.726559
148	4	0.923258
149	4	1.100452
150	4	1.184455
151	4	1.184642
152	4	1.087413
153	2	0.400700
154	2	0.721242
155	2	0.608169
156	2	0.739266
157	2	0.669026
158	2	0.660914
159	0	0.363175
160	0	0.394987
161	4	0.863703
162	4	0.860918
163	0	0.149776
164	4	0.889318
165	4	1.010002
166	4	1.059685
167	4	1.030652
168	4	0.970940
169	4	1.137359
170	4	0.863227
171	4	0.818320
172	2	0.758623
173	3	0.876784
174	3	0.697288
175	3	0.702261
176	1	0.549969
177	4	1.053717
178	4	0.935912
179	4	1.052943
180	4	0.928047
181	4	0.809262
182	4	0.803201
183	4	0.874487
184	4	0.894229
185	4	0.929273
186	4	0.943662
187	4	1.075023
188	4	0.960741
189	4	1.177679
190	4	1.030805
191	4	0.810458
192	2	0.518236
193	2	0.628431
194	2	0.669564
195	4	0.980066
196	2	0.690629
197	4	0.860452
198	4	0.975759
199	2	0.672882
200	4	0.927761
201	4	1.021509
202	1	0.592143
203	2	0.562103
204	4	0.826469
205	4	1.162094
206	4	0.823497
207	4	1.080676
208	4	0.881760
209	4	0.821189
210	4	1.047482
211	0	0.219743
212	1	0.342005
213	4	0.841977
214	4	1.193676
215	4	1.149036
216	4	0.903330
217	4	1.117519
218	4	1.050798
219	4	0.868183
220	4	0.985381
221	4	1.112434
222	4	0.919637
223	3	0.852688
224	4	1.178228
225	4	1.104429
226	4	0.863205
227	4	0.928114
228	4	0.975468
229	4	0.988747
230	4	0.847389
231	4	1.090950
232	4	0.992135
233	0	0.132981
234	0	0.276437
235	4	1.194456
236	0	0.174604
237	4	0.846991
238	4	0.945935
239	4	1.157357
240	3	0.818180
241	4	1.165962
242	4	0.899356
243	1	0.234222
244	4	1.068040
245	4	0.952466
246	4	1.105515
247	4	1.146839
248	0	0.003876
249	0	0.346155
250	4	0.882497
251	1	0.297486
252	4	0.850430
253	4	1.188646
254	4	0.967381
255	4	0.918536
256	4	0.944453
257	3	0.629986
258	4	0.853401
259	4	1.194022
260	4	1.030946
261	2	0.680770
262	4	0.864016
263	2	0.625763
264	3	0.981594
265	2	0.439592
266	2	0.570771
267	4	1.047285
268	4	1.081699
269	3	0.885810
270	4	1.065451
271	4	1.138966
272	4	0.891291
273	4	0.850864
274	4	1.018124
275	4	0.928577
276	3	0.662716
277	4	1.120253
278	4	1.048618
279	4	0.803334
280	4	0.914846
281	4	0.855226
282	4	0.977282
283	4	1.196111
284	4	1.007518
285	4	0.885624
286	4	1.001004
287	4	1.102428
288	4	1.198771
289	4	0.979571
290	4	1.098924
291	4	0.828401
292	4	0.882598
293	4	1.185037
294	4	0.837815
295	4	0.852324
296	4	1.016292
297	4	1.078396
298	4	1.020602
299	4	1.121430
300	0	0.116672
301	0	0.313568
302	0	0.132883
303	1	0.511872
304	4	1.028028
305	4	0.903830
306	2	0.783507
307	4	1.007217
308	1	0.381255
309	4	1.103867
310	4	1.050373
311	4	0.854347
312	4	1.033087
313	2	0.479172
314	2	0.573379
315	3	0.808886
316	3	0.628669
317	3	0.884723
318	3	0.627347
319	4	1.041952
320	4	1.018047
321	2	0.785146
322	1	0.233601
323	1	0.261568
324	1	0.476732
325	4	1.038403
326	4	0.848670
327	4	1.060941
328	3	0.805167
329	3	0.777549
330	4	0.939818
331	4	1.018151
332	4	1.136316
333	4	1.008529
334	4	1.192630
335	4	0.870478
336	4	0.891108
337	4	0.937836
338	0	0.178768
339	4	0.919789
340	4	1.016268
341	4	1.036369
342	4	1.065142
343	4	0.871709
344	4	0.999993
345	4	0.923268
346	4	1.100884
347	1	0.334093
348	1	0.478982
349	4	1.088245
350	4	1.124525
351	4	1.191536
352	4	0.867063
353	4	1.195907
354	4	0.985288
355	4	0.944775
356	4	1.165790
357	4	0.925067
358	4	0.821340
359	4	0.935242
360	4	1.034330
361	4	1.158057
362	2	0.741468
363	4	1.166625
364	4	1.175780
365	4	0.926010
366	2	0.699212
367	2	0.784026
368	1	0.408129
369	2	0.545430
370	0	0.382449
371	2	0.735707
372	4	0.971410
373	4	1.026583
374	4	0.884057
375	4	0.896088
376	4	1.158944
377	4	0.889818
378	1	0.230699
379	4	0.826405
380	4	1.184384
381	3	0.907554
382	0	0.384826
383	0	0.352978
384	0	0.315929
385	4	0.815061
386	4	1.047619
387	4	0.881802
388	4	1.129382
389	4	0.890563
390	1	0.379248
391	4	0.977163
392	1	0.292439
393	4	1.178036
394	4	1.145327
395	4	1.151588
396	4	0.867277
397	4	1.034002
398	4	0.895279
399	4	1.065234
400	4	1.173646
401	4	1.184059
402	4	0.974777
403	4	0.881797
404	4	1.149834
405	4	0.921814
406	4	1.084167
407	4	1.042031
408	4	1.167824
409	4	0.993878
410	4	0.957283
411	4	1.123287
412	3	0.818702
413	2	0.467867
414	4	1.173362
415	4	1.145557
416	4	0.824529
417	4	0.881086
418	3	0.748189
419	3	0.909406
420	3	0.626713
421	3	0.977801
422	3	0.790082
423	3	0.865388
424	4	0.848974
425	4	0.800313
426	4	0.810819
427	4	0.874972
428	4	0.879555
429	4	1.153204
430	4	0.928267
431	4	1.014276
432	1	0.564396
433	1	0.508404
434	4	0.816894
435	4	1.171616
436	4	0.984662
437	4	0.933366
438	4	1.041231
439	0	0.129535
440	0	0.114165
441	4	0.890908
442	1	0.389807
443	4	1.103168
444	4	0.914923
445	4	1.081321
446	4	1.121344
447	4	0.861529
448	4	0.910669
449	4	1.060942
450	4	0.994526
451	4	1.179623
452	2	0.445983
453	4	1.158203
454	4	1.169455
455	0	0.085238
456	1	0.470752
457	4	1.012639
458	4	0.919041
459	4	0.807426
460	3	0.779976
461	4	0.927027
462	4	1.010463
463	4	1.136228
464	4	0.909743
465	2	0.592775
466	2	0.427270
467	4	0.988327
468	4	0.938993
469	4	1.141392
470	4	0.977283
471	0	0.394944
472	0	0.347170
473	0	0.115732
474	4	0.833980
475	4	1.016915
476	4	0.864448
477	4	1.131386
478	4	1.026489
479	4	1.087789
480	4	1.092440
481	1	0.598617
482	4	1.118919
483	0	0.133584
484	4	1.182010
485	4	0.908019
486	4	0.908061
487	0	0.107411
488	4	0.897155
489	4	0.947487
490	4	0.898279
491	4	0.898504
492	4	0.919993
493	4	0.885761
494	4	1.159945
495	2	0.697256
496	4	0.909050
497	4	0.853546
498	1	0.274383
499	1	0.316660
