step,state,x
0,2,0.447584
1,0,0.113785
2,0,0.185922
3,0,0.087836
4,1,0.386245
5,2,0.414654
6,2,0.507674
7,2,0.492634
8,0,0.048359
9,4,0.969793
10,4,0.859782
11,4,0.912522
12,1,0.290660
13,1,0.377030
14,0,0.075530
15,0,0.094776
16,0,0.050239
17,1,0.249379
18,1,0.300877
19,4,0.938031
20,4,0.876176
21,4,0.927901
22,4,0.918936
23,4,0.965769
24,4,0.817616
25,4,0.802943
26,4,0.910366
27,3,0.628362
28,3,0.634524
29,1,0.375165
30,1,0.212940
31,1,0.359026
32,3,0.689897
33,1,0.263577
34,1,0.310577
35,1,0.355311
36,4,0.965175
37,1,0.261231
38,2,0.434900
39,3,0.666752
40,2,0.469016
41,3,0.748581
42,4,0.880976
43,2,0.540854
44,2,0.593905
45,2,0.412157
46,2,0.576625
47,2,0.556880
48,4,0.804462
49,4,0.871679
50,3,0.612028
51,3,0.674256
52,3,0.751071
53,4,0.860365
54,4,0.886661
55,4,0.893982
56,4,0.809502
57,1,0.384765
58,1,0.249963
59,3,0.693239
60,0,0.111741
61,0,0.112531
62,0,0.028814
63,0,0.088078
64,0,0.165799
65,0,0.162647
66,4,0.810989
67,4,0.869407
68,4,0.883558
69,4,0.969709
70,4,0.804426
71,4,0.967043
72,0,0.168673
73,0,0.174844
74,0,0.162357
75,0,0.166934
76,4,0.960231
77,4,0.871801
78,4,0.981324
79,4,0.975856
80,4,0.939366
81,4,0.982602
82,0,0.108727
83,1,0.215770
84,1,0.250523
85,0,0.083645
86,0,0.146418
87,0,0.097426
88,2,0.554269
89,2,0.567329
90,1,0.235290
91,1,0.349600
92,1,0.294471
93,1,0.324840
94,1,0.370675
95,1,0.339266
96,1,0.204749
97,3,0.728534
98,2,0.491075
99,2,0.487446
100,3,0.667525
101,3,0.772040
102,0,0.086670
103,0,0.073479
104,0,0.039919
105,0,0.089307
106,2,0.592943
107,2,0.544815
108,2,0.588588
109,2,0.475641
110,2,0.462953
111,2,0.597657
112,2,0.588249
113,2,0.426008
114,2,0.488735
115,2,0.445280
116,0,0.035222
117,4,0.804462
118,4,0.941838
119,4,0.827208
120,0,0.153169
121,0,0.086440
122,4,0.829219
123,4,0.985784
124,0,0.012980
125,0,0.141733
126,2,0.525659
127,3,0.613197
128,3,0.667294
129,1,0.373039
130,2,0.509485
131,4,0.906486
132,2,0.565488
133,0,0.172064
134,4,0.952568
135,0,0.149850
136,2,0.494532
137,1,0.224700
138,0,0.040781
139,0,0.132972
140,0,0.147561
141,0,0.051797
142,0,0.110857
143,1,0.343059
144,2,0.416047
145,2,0.512917
146,2,0.464383
147,2,0.549236
148,0,0.132607
149,0,0.188913
150,0,0.016543
151,0,0.078625
152,0,0.174490
153,0,0.090943
154,0,0.076927
155,3,0.695046
156,3,0.704705
157,1,0.306658
158,1,0.278004
159,4,0.965325
160,4,0.941242
161,4,0.860278
162,1,0.396068
163,1,0.312439
164,0,0.147934
165,0,0.054092
166,0,0.112028
167,0,0.027398
168,0,0.068525
169,0,0.165650
170,0,0.022471
171,2,0.526083
172,2,0.442514
173,1,0.303900
174,1,0.292176
175,4,0.939198
176,4,0.928715
177,3,0.669827
178,3,0.771125
179,4,0.818743
180,4,0.829896
181,0,0.162832
182,0,0.074285
183,4,0.981251
184,0,0.004679
185,0,0.067942
186,0,0.182087
187,2,0.482027
188,2,0.401754
189,0,0.189748
190,1,0.258454
191,1,0.346896
192,2,0.556037
193,2,0.586029
194,2,0.453145
195,3,0.758738
196,3,0.703017
197,3,0.625467
198,3,0.607250
199,1,0.232217
200,1,0.330665
201,1,0.286398
202,1,0.399010
203,1,0.345739
204,1,0.216886
205,4,0.950128
206,4,0.941952
207,4,0.868277
208,4,0.931703
209,4,0.846870
210,4,0.918773
211,4,0.944078
212,3,0.727718
213,4,0.885519
214,4,0.886024
215,4,0.918535
216,4,0.944435
217,4,0.889992
218,4,0.860587
219,4,0.880198
220,4,0.891613
221,1,0.266780
222,3,0.616637
223,3,0.793321
224,3,0.752026
225,3,0.633909
226,1,0.225189
227,3,0.695404
228,3,0.722102
229,3,0.716522
230,3,0.764096
231,1,0.351374
232,4,0.980803
233,4,0.829907
234,4,0.832252
