step	state	x
0	2	0.776222
1	0	0.257925
2	0	0.289508
3	4	1.061319
4	3	0.953240
5	4	1.161337
6	4	1.048593
7	4	1.010882
8	4	0.874934
9	4	0.904126
10	4	1.099582
11	4	1.184701
12	2	0.607395
13	0	0.084206
14	0	0.274103
15	4	0.880467
16	1	0.517287
17	4	0.828214
18	4	0.859632
19	4	1.068860
20	4	0.814255
21	4	0.803947
22	4	1.180179
23	4	1.158300
24	4	0.829935
25	4	1.125420
26	1	0.293975
27	4	1.022639
28	3	0.651500
29	4	0.974015
30	1	0.251384
31	1	0.312769
32	4	0.830968
33	3	0.841323
34	4	1.000156
35	1	0.270708
36	1	0.279625
37	4	1.092916
38	4	1.191772
39	4	1.108925
40	4	0.822595
41	4	0.815740
42	4	1.164786
43	1	0.495154
44	1	0.286411
45	2	0.455919
46	2	0.407263
47	1	0.283096
48	4	1.060206
49	4	1.028643
50	4	1.088489
51	4	0.844846
52	4	1.009238
53	0	0.388892
54	4	0.866212
55	4	1.035002
56	4	0.842012
57	4	1.182306
58	4	1.038578
59	4	1.184076
60	4	0.907171
61	4	0.860166
62	4	1.056063
63	4	1.159468
64	4	1.191032
65	4	0.952749
66	4	0.939787
67	0	0.198264
68	0	0.137002
69	0	0.181661
70	4	0.848102
71	4	0.909838
72	4	0.838515
73	4	0.997568
74	4	0.920988
75	4	0.883435
76	4	1.107639
77	4	1.199588
78	1	0.535157
79	1	0.422618
80	1	0.569956
81	4	1.094879
82	3	0.716603
83	4	0.823858
84	4	1.014465
85	4	1.155593
86	1	0.523918
87	2	0.532906
88	1	0.528641
89	4	1.172029
90	4	0.963704
91	4	1.070162
92	4	0.988940
93	4	0.843096
94	4	0.850118
95	4	1.185688
96	4	0.957557
97	4	0.811349
98	4	1.094548
99	4	1.029858
100	4	0.861441
101	0	0.037996
102	4	1.141008
103	4	0.980778
104	3	0.701999
105	4	0.873783
106	4	1.034450
107	4	0.918405
108	4	0.817266
109	0	0.304146
110	0	0.156266
111	4	0.928762
112	4	0.813727
113	4	0.994753
114	4	0.992688
115	4	0.831999
116	4	0.952770
117	3	0.933096
118	0	0.281917
119	4	0.890499
120	4	1.074311
121	0	0.314821
122	4	1.148006
123	0	0.192559
124	0	0.043319
125	4	1.146856
126	4	0.896348
127	3	0.808848
128	4	1.041641
129	4	1.152496
130	4	0.849091
131	1	0.210589
132	4	1.139515
133	4	1.137572
134	4	1.133700
135	4	0.856922
136	3	0.696561
137	3	0.997959
138	3	0.955419
139	3	0.836690
140	3	0.847996
141	3	0.693385
142	4	0.893987
143	1	0.335700
144	1	0.570794
145	4	0.961420
146	4	1.072005
147	4	0.812993
148	2	0.639508
149	2	0.570097
150	4	1.165734
151	4	0.944533
152	4	1.000603
153	4	1.083750
154	4	1.125025
155	1	0.438296
156	4	0.836515
157	4	1.148570
158	4	1.122192
159	4	0.902367
160	4	1.090377
161	4	0.927058
162	0	0.278942
163	4	1.186043
164	4	0.915729
165	4	0.809580
166	2	0.661022
167	4	1.104356
168	4	0.974919
169	4	0.994165
170	4	1.011112
171	4	1.073316
172	4	0.981338
173	4	0.915398
174	4	0.827369
175	1	0.481400
176	1	0.506575
177	4	0.970128
178	4	1.050521
179	4	0.989818
180	4	0.839375
181	4	0.964291
182	4	1.040435
183	4	0.915569
184	4	0.965533
185	4	0.850415
186	4	1.018942
187	4	1.076430
188	4	1.012577
189	4	0.982034
190	4	0.954855
191	4	1.028818
192	4	1.194436
193	2	0.683591
194	4	1.036547
195	4	0.929553
196	4	0.975882
197	3	0.828712
198	4	0.883828
199	4	0.956097
200	4	1.038889
201	2	0.684107
202	4	0.843259
203	4	1.082295
204	4	1.061509
205	4	1.001430
206	4	1.091947
207	4	0.887784
208	4	0.923001
209	4	0.830783
210	1	0.225913
211	1	0.367018
212	0	0.072776
213	0	0.105908
214	4	1.185155
215	2	0.623634
216	4	0.917157
217	4	1.149566
218	0	0.176427
219	0	0.038688
220	4	0.863488
221	4	0.833605
222	4	0.963735
223	4	0.838951
224	4	0.911417
225	4	1.143146
226	4	1.113664
227	4	1.044582
228	4	1.067723
229	4	0.944426
230	4	1.098628
231	4	0.851952
232	4	0.947589
233	4	0.845248
234	0	0.227342
235	0	0.043307
236	4	1.168917
237	4	0.887809
238	1	0.395252
239	1	0.294784
240	1	0.226927
241	4	0.956847
242	4	0.942628
243	4	0.902316
244	0	0.298796
245	0	0.258661
246	0	0.207334
247	4	1.027950
248	4	0.867114
249	4	0.968422
250	4	1.125138
251	4	0.940763
252	3	0.790516
253	3	0.640972
254	4	1.002671
255	3	0.704398
256	4	0.932367
257	4	0.826553
258	4	0.933033
259	4	1.029000
260	2	0.538956
261	4	1.102319
262	4	1.107659
263	4	0.970318
264	4	0.818356
265	4	1.071031
266	4	0.804422
267	4	1.166841
268	4	0.953384
269	1	0.240186
270	4	0.945488
271	4	0.867650
272	4	1.182073
273	4	1.152195
274	3	0.977149
275	4	0.876538
276	4	0.964701
277	4	1.123929
278	4	1.111959
279	4	0.827733
280	0	0.270062
281	4	0.853060
282	1	0.362755
283	1	0.467002
284	4	0.817449
285	4	0.848265
286	4	1.175735
287	4	0.831083
288	4	0.840055
289	4	0.915972
290	4	0.867106
291	3	0.674461
292	3	0.760176
293	4	1.075391
294	4	1.082168
295	4	0.874658
296	4	1.043186
297	4	0.961481
298	4	0.881914
299	4	1.184154
300	0	0.287433
301	0	0.091737
302	4	0.854521
303	4	1.096848
304	4	1.094848
305	4	0.841160
306	4	1.016586
307	4	1.076728
308	4	0.855423
309	4	0.971340
310	4	1.014621
311	4	0.930284
312	4	0.992430
313	3	0.614666
314	4	0.818913
315	4	0.908837
316	0	0.188149
317	4	0.857369
318	4	1.127515
319	4	0.834178
320	4	1.096305
321	4	1.197875
322	4	1.017048
323	4	0.891017
324	4	0.802179
325	4	0.857465
326	4	1.043018
327	4	0.819876
328	4	1.120535
329	4	1.106887
330	4	1.145000
331	4	0.920938
332	4	1.148362
333	4	1.145403
334	4	1.065245
335	4	1.000839
336	4	1.173338
337	4	0.983277
338	4	0.925474
339	4	0.970003
340	4	1.062502
341	4	1.156895
342	4	1.131343
343	1	0.575312
344	4	0.877200
345	4	0.837223
346	4	1.160008
347	4	1.134062
348	4	0.872169
349	4	1.061474
350	4	0.982839
351	4	0.840944
352	4	1.195911
353	4	1.040366
354	4	0.875237
355	4	0.995423
356	4	1.174665
357	4	0.877284
358	4	0.988823
359	4	0.945326
360	4	1.020665
361	4	1.030211
362	4	1.112837
363	4	0.891200
364	4	0.939451
365	1	0.247847
366	4	1.027528
367	4	0.858559
368	4	0.821993
369	4	1.065410
370	4	0.823620
371	4	1.171251
372	4	1.032941
373	4	0.969208
374	4	0.966409
375	4	0.867082
376	4	1.030542
377	4	1.067331
378	4	0.910447
379	4	1.147837
380	4	1.150656
381	3	0.772347
382	1	0.331823
383	4	1.098330
384	4	1.073253
385	4	0.890867
386	4	0.940860
387	0	0.093726
388	0	0.133652
389	4	1.013576
390	4	0.971555
391	4	0.915674
392	4	1.136970
393	4	0.953816
394	4	0.996950
395	4	0.979996
396	3	0.900534
397	2	0.478340
398	3	0.717462
399	4	0.857361
400	1	0.220001
401	1	0.367448
402	1	0.477938
403	4	0.965637
404	2	0.705314
405	2	0.730390
406	4	0.948620
407	4	0.901086
408	0	0.182349
409	4	0.884373
410	4	0.920902
411	4	0.920364
412	4	0.849515
413	4	1.178160
414	4	0.953807
415	4	1.096835
416	4	1.195037
417	4	1.081533
418	4	0.825825
419	4	0.974046
420	4	0.900385
421	4	1.165052
422	4	0.815753
423	4	1.107493
424	0	0.282038
425	0	0.267934
426	4	0.842233
427	4	0.965941
428	4	0.907631
429	4	0.991513
430	1	0.452022
431	4	0.894797
432	4	0.908785
433	4	0.929482
434	4	1.055210
435	4	0.956135
436	4	1.163145
437	4	1.187736
438	1	0.301831
439	1	0.419698
440	4	1.193943
441	4	1.040525
442	4	0.953196
443	4	0.901910
444	4	1.196533
445	4	1.087341
446	4	0.983400
447	4	0.897909
448	4	0.896987
449	4	0.976542
450	1	0.279627
451	4	0.853860
452	4	1.086186
453	4	1.086215
454	4	1.114877
455	2	0.546436
456	2	0.583811
457	2	0.495724
458	4	1.085963
459	0	0.123434
460	4	0.973216
461	4	1.006771
462	4	1.148180
463	4	1.113609
464	4	0.946786
465	0	0.307183
466	4	0.869398
467	4	0.843416
468	4	1.068075
469	4	1.019159
470	4	0.893871
471	3	0.953147
472	0	0.164342
473	4	0.800535
474	1	0.378702
