step,state,x
0,0,0.175050
1,4,0.840363
2,4,0.898057
3,4,0.831279
4,4,0.911214
5,4,0.981662
6,0,0.157556
7,1,0.203991
8,1,0.268631
9,1,0.246316
10,1,0.395102
11,1,0.366084
12,1,0.273722
13,2,0.457056
14,2,0.599112
15,2,0.519577
16,2,0.580546
17,2,0.422827
18,2,0.541349
19,0,0.199921
20,0,0.046516
21,4,0.954493
22,4,0.981704
23,2,0.401000
24,2,0.479120
25,2,0.516012
26,2,0.526847
27,2,0.489393
28,2,0.459832
29,3,0.606652
30,0,0.129965
31,0,0.139152
32,0,0.065442
33,3,0.741819
34,4,0.868217
35,4,0.927472
36,4,0.997717
37,4,0.901884
38,4,0.896433
39,4,0.946618
40,4,0.945021
41,4,0.998783
42,2,0.451108
43,4,0.848242
44,1,0.382621
45,1,0.338893
46,1,0.212736
47,1,0.201094
48,1,0.217764
49,3,0.712194
50,4,0.815882
51,4,0.847230
52,4,0.998108
53,1,0.329368
54,1,0.323254
55,3,0.709563
56,3,0.731169
57,1,0.230527
58,4,0.914450
59,0,0.189539
60,0,0.129079
61,0,0.148349
62,0,0.127472
63,0,0.107739
64,0,0.110117
65,0,0.007989
66,0,0.030800
67,1,0.351663
68,1,0.393786
69,4,0.874585
70,4,0.878749
71,0,0.170141
72,0,0.069264
73,0,0.064568
74,2,0.403923
75,2,0.457436
76,2,0.453216
77,2,0.479631
78,0,0.167132
79,2,0.458530
80,3,0.672465
81,0,0.084313
82,2,0.505212
83,2,0.485904
84,0,0.199135
85,0,0.084450
86,0,0.000799
87,0,0.150025
88,2,0.464335
89,2,0.492893
90,3,0.711112
91,3,0.786891
92,3,0.738008
93,3,0.711789
94,2,0.423817
95,3,0.769302
96,3,0.651846
97,3,0.600272
98,0,0.065064
99,3,0.680159
100,3,0.645989
101,1,0.268370
102,1,0.219925
103,1,0.321062
104,1,0.361000
105,1,0.358021
106,1,0.395297
107,0,0.061673
108,0,0.031518
109,0,0.066191
110,1,0.363253
111,3,0.600099
112,3,0.687992
113,0,0.107929
114,1,0.358925
115,4,0.852623
116,4,0.983126
117,3,0.603113
118,0,0.184169
119,0,0.085094
120,2,0.513312
121,2,0.559712
122,0,0.082047
123,0,0.052739
124,3,0.661037
125,3,0.608727
126,3,0.679006
127,4,0.964916
128,4,0.992579
129,4,0.962473
130,2,0.491539
131,2,0.431715
132,2,0.483732
133,4,0.852426
134,4,0.942113
135,2,0.473783
136,2,0.589119
137,2,0.557393
138,3,0.719976
139,4,0.817204
140,4,0.911102
141,1,0.281361
142,4,0.901559
143,2,0.441858
144,2,0.539112
145,3,0.607350
146,3,0.742162
147,0,0.192704
148,1,0.282353
149,1,0.310337
150,2,0.411261
151,2,0.509955
152,3,0.730306
153,1,0.319112
154,1,0.397449
155,2,0.458732
156,1,0.367153
157,1,0.255441
158,3,0.746158
159,3,0.734735
160,3,0.717580
161,3,0.771317
162,0,0.165681
163,0,0.099387
164,4,0.953566
165,4,0.960300
166,0,0.115351
167,0,0.024456
168,0,0.063283
169,0,0.106748
170,0,0.036943
171,0,0.018647
172,0,0.128859
173,4,0.806869
174,0,0.056908
175,0,0.120754
176,3,0.779251
177,3,0.712720
178,2,0.488888
179,2,0.420968
180,2,0.401329
181,2,0.476823
182,1,0.302478
183,0,0.152315
184,0,0.172833
185,4,0.984275
186,1,0.219748
187,0,0.015834
188,2,0.564618
189,4,0.988295
190,4,0.829815
191,4,0.848186
192,4,0.876950
193,3,0.785105
194,3,0.760797
195,3,0.653440
196,3,0.694361
197,3,0.727049
198,3,0.759657
199,1,0.397654
200,1,0.305392
201,1,0.364724
202,1,0.246758
203,1,0.291215
204,2,0.554907
205,2,0.550150
206,2,0.535706
207,0,0.081375
208,0,0.189952
209,0,0.118262
210,0,0.044708
211,0,0.155629
212,0,0.103590
213,0,0.157991
214,3,0.622507
215,1,0.364410
216,2,0.426736
217,2,0.475282
218,4,0.820759
219,4,0.824533
220,4,0.867003
221,2,0.429616
222,2,0.468639
223,2,0.448815
224,0,0.004339
225,0,0.053178
226,3,0.676412
227,3,0.789431
228,3,0.781336
229,2,0.401241
230,0,0.160540
231,2,0.456387
232,2,0.444961
233,2,0.554789
234,3,0.772351
235,3,0.716045
236,1,0.214493
237,0,0.075545
238,4,0.973639
239,4,0.960062
240,3,0.728806
241,1,0.216961
242,1,0.263490
243,0,0.019693
244,4,0.835648
245,4,0.987065
246,3,0.798571
247,3,0.685454
248,3,0.663442
249,3,0.686992
250,0,0.033282
251,0,0.099833
252,0,0.036230
253,4,0.938696
254,4,0.808976
255,4,0.806332
256,4,0.899752
257,4,0.991735
258,1,0.364542
259,2,0.423407
260,2,0.520186
261,3,0.604748
262,3,0.771740
263,3,0.628556
264,3,0.777816
265,3,0.741522
266,3,0.653473
267,3,0.634860
268,3,0.725908
269,3,0.725199
270,3,0.642337
271,3,0.767291
272,0,0.155619
273,0,0.011534
274,0,0.054915
275,0,0.104045
276,0,0.087916
277,0,0.048299
278,0,0.174386
279,0,0.060701
280,3,0.762098
281,2,0.498544
282,2,0.410065
283,1,0.358364
284,1,0.215589
285,1,0.353285
286,1,0.201832
287,0,0.151753
288,0,0.128981
289,4,0.823282
290,0,0.079532
291,0,0.191096
292,0,0.199482
293,1,0.245239
294,1,0.345537
295,3,0.717449
296,3,0.724508
297,3,0.602813
298,3,0.696454
299,3,0.772378
300,3,0.665225
301,4,0.822370
302,4,0.879372
303,4,0.931342
304,4,0.961249
305,4,0.883066
306,1,0.387875
307,1,0.266206
308,1,0.342312
309,3,0.648368
310,3,0.636942
311,1,0.261981
312,0,0.195060
313,0,0.151239
314,0,0.062017
315,0,0.184622
316,0,0.178105
317,0,0.137675
318,0,0.194449
319,0,0.171685
320,4,0.813885
321,4,0.964522
322,4,0.881961
323,4,0.825672
324,2,0.432088
