step,state,x
0,4,0.901519
1,4,0.984220
2,4,0.965003
3,4,0.917513
4,3,0.606599
5,3,0.681039
6,3,0.635769
7,4,0.906781
8,4,0.866108
9,0,0.083908
10,0,0.141303
11,0,0.189411
12,0,0.145740
13,0,0.068457
14,0,0.081308
15,0,0.155574
16,0,0.029961
17,0,0.139095
18,2,0.589689
19,0,0.142608
20,4,0.895986
21,3,0.646634
22,3,0.661775
23,3,0.624318
24,3,0.755038
25,3,0.686539
26,4,0.952929
27,0,0.196434
28,1,0.289320
29,1,0.394236
30,1,0.330466
31,3,0.756777
32,3,0.613463
33,1,0.257120
34,0,0.065557
35,1,0.304344
36,1,0.294980
37,2,0.512838
38,3,0.798699
39,0,0.011077
40,0,0.055666
41,0,0.037611
42,3,0.752805
43,4,0.856085
44,4,0.977874
45,0,0.104747
46,0,0.048620
47,0,0.147215
48,4,0.828858
49,3,0.645670
50,0,0.104141
51,3,0.735239
52,2,0.438491
53,2,0.547977
54,2,0.408180
55,2,0.467567
56,4,0.808293
57,1,0.294016
58,2,0.526828
59,3,0.791598
60,0,0.074897
61,0,0.157978
62,0,0.142442
63,4,0.915799
64,4,0.981679
65,4,0.832619
66,4,0.855029
67,4,0.890328
68,4,0.984442
69,4,0.954506
70,4,0.823884
71,2,0.570780
72,3,0.734882
73,3,0.700565
74,3,0.626697
75,3,0.782840
76,2,0.449105
77,2,0.482829
78,2,0.523641
79,2,0.518544
80,3,0.646935
81,3,0.679584
82,3,0.725340
83,3,0.664078
84,3,0.600980
85,3,0.764185
86,3,0.728393
87,3,0.664890
88,3,0.711513
89,1,0.372304
90,2,0.410053
91,0,0.144045
92,4,0.995528
93,3,0.687547
94,0,0.188179
95,3,0.785803
96,3,0.698942
97,3,0.606364
98,3,0.643386
99,3,0.645639
100,4,0.950361
101,4,0.976766
102,3,0.767016
103,3,0.650766
104,1,0.225449
105,1,0.293914
106,3,0.703611
107,3,0.604766
108,3,0.748105
109,3,0.786104
110,3,0.782686
111,4,0.940212
112,1,0.358684
113,0,0.021993
114,4,0.958917
115,4,0.880806
116,4,0.812061
117,1,0.315297
118,1,0.209621
119,4,0.933211
120,0,0.077193
121,0,0.112343
122,0,0.103942
123,0,0.166380
124,0,0.149345
125,0,0.078313
126,0,0.148647
127,0,0.002692
128,1,0.239254
129,1,0.375173
130,1,0.392495
131,1,0.213121
132,1,0.296952
133,1,0.334873
134,1,0.308883
135,1,0.207650
136,1,0.220210
137,1,0.389223
138,3,0.728397
139,0,0.131489
140,3,0.795737
141,2,0.527759
142,2,0.568366
143,4,0.968701
144,4,0.915875
145,3,0.721139
146,3,0.757101
147,1,0.228368
148,1,0.357738
149,3,0.621585
150,3,0.728016
151,4,0.800513
152,4,0.983478
153,4,0.812677
154,2,0.547173
155,2,0.450097
156,2,0.434841
157,2,0.537348
158,4,0.980309
159,4,0.964376
160,0,0.162638
161,0,0.106981
162,0,0.109673
163,1,0.282031
164,1,0.239884
165,2,0.438798
166,2,0.556751
167,3,0.748447
168,3,0.720212
169,3,0.729835
170,1,0.215736
171,3,0.676801
172,3,0.757459
173,3,0.762204
174,3,0.737166
175,0,0.140641
176,4,0.926032
177,4,0.953901
178,0,0.185028
179,0,0.080042
180,0,0.138097
181,2,0.536196
182,1,0.314671
183,3,0.647986
184,3,0.688325
185,0,0.091722
186,2,0.580170
187,2,0.452291
188,2,0.519328
189,3,0.744819
190,3,0.782552
191,0,0.171586
192,2,0.573629
193,2,0.551352
194,1,0.274145
195,0,0.009718
196,0,0.100270
197,0,0.182174
198,0,0.114141
199,0,0.092573
200,3,0.665919
201,1,0.392899
202,2,0.480207
203,4,0.945939
204,4,0.857928
205,2,0.458523
206,2,0.585624
207,2,0.406291
208,2,0.458486
209,3,0.632518
210,2,0.522453
211,2,0.571083
212,2,0.401783
213,2,0.518576
214,0,0.014144
215,0,0.105017
216,2,0.597537
217,3,0.717040
218,3,0.673362
219,3,0.779537
220,3,0.657335
221,2,0.485694
222,2,0.548841
223,2,0.519132
224,3,0.637439
225,2,0.463871
226,2,0.464862
227,0,0.044192
228,1,0.287626
229,1,0.337863
230,0,0.034661
231,1,0.220255
232,1,0.395485
233,1,0.205388
234,0,0.102129
235,3,0.624773
236,3,0.620520
237,3,0.680684
238,3,0.798477
239,2,0.551895
240,0,0.148941
241,0,0.100441
242,0,0.144107
243,0,0.015631
244,2,0.421525
245,2,0.537911
246,1,0.268276
247,1,0.354264
248,3,0.636367
249,4,0.907565
250,2,0.599134
251,2,0.513680
252,4,0.903514
253,4,0.902323
254,4,0.947450
255,4,0.802955
256,1,0.209168
257,1,0.325112
258,3,0.619572
259,2,0.433585
260,2,0.415834
261,3,0.642938
262,3,0.678420
263,4,0.960476
264,4,0.805745
265,3,0.712758
266,3,0.618308
