step	state	x
0	0	0.232192
1	4	1.096427
2	4	1.037612
3	4	1.070882
4	4	0.892548
5	0	0.294862
6	2	0.677005
7	1	0.290102
8	4	0.939261
9	0	0.217103
10	4	0.876703
11	2	0.793942
12	4	1.185822
13	2	0.586271
14	3	0.724728
15	4	1.134300
16	4	1.024257
17	4	1.191563
18	3	0.926326
19	4	1.048678
20	2	0.476318
21	1	0.516823
22	4	0.936132
23	4	0.988463
24	4	0.833339
25	4	1.091554
26	4	0.898139
27	4	1.056104
28	3	0.701487
29	4	1.105495
30	0	0.038247
31	4	1.178868
32	2	0.727735
33	4	1.169932
34	3	0.617836
35	4	1.193379
36	2	0.776006
37	4	1.044859
38	1	0.522183
39	0	0.299393
40	4	0.983021
41	1	0.464700
42	4	1.177224
43	4	1.194949
44	4	0.979807
45	4	1.124461
46	4	0.854966
47	2	0.491864
48	4	1.140323
49	0	0.076737
50	4	1.128539
51	4	0.913866
52	1	0.568717
53	2	0.484032
54	1	0.374893
55	4	1.104859
56	3	0.681407
57	4	1.180722
58	4	0.989526
59	4	1.052289
60	4	1.081893
61	2	0.446420
62	4	0.829245
63	4	0.868230
64	3	0.937324
65	0	0.016169
66	3	0.716236
67	1	0.408442
68	3	0.721228
69	0	0.361973
70	4	0.961676
71	4	1.004983
72	4	0.942899
73	3	0.827138
74	4	0.937524
75	0	0.147949
76	4	0.936369
77	2	0.599574
78	4	0.959613
79	1	0.426289
80	4	1.029045
81	2	0.714360
82	0	0.141069
83	1	0.211938
84	4	0.959004
85	4	0.801850
86	4	1.098454
87	0	0.281673
88	4	1.012409
89	0	0.056648
90	4	0.811514
91	3	0.921868
92	4	0.891854
93	4	0.863192
94	4	0.964164
95	4	1.079569
96	0	0.008376
97	4	1.111722
98	4	0.870954
99	3	0.941905
100	1	0.578465
101	2	0.543219
102	3	0.772021
103	1	0.476854
104	4	0.958888
105	4	0.910878
106	3	0.902982
107	0	0.309365
108	4	1.039913
109	4	1.080433
110	0	0.365065
111	3	0.606444
112	4	0.950527
113	4	0.952067
114	1	0.493635
115	4	1.021240
116	0	0.397506
117	4	1.067157
118	2	0.659155
119	4	0.817660
120	4	0.966671
121	4	0.923657
122	4	0.966649
123	2	0.569828
124	4	1.143136
125	4	1.176481
126	4	0.925153
127	2	0.622403
128	4	0.950502
129	3	0.758171
130	4	1.143521
131	0	0.130661
132	4	1.172851
133	3	0.982252
134	1	0.420027
135	4	0.993018
136	4	0.894572
137	4	1.144651
138	1	0.357053
139	4	0.980715
140	4	0.912983
